id,session,identifier,title,jurisdiction_id,media_type,url,note
f9674b74-5537-486e-b932-cb09cffc2fa3,87,HB 60,Relating to the minimum wage.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00060I.PDF,Introduced
ac22753d-0beb-44bf-8f4e-8274e46181dc,87,HB 922,"Relating to a ""Texas Way"" to reforming and addressing issues related to the Medicaid program, including the creation of an alternative program designed to ensure health benefit plan coverage to certain low-income individuals through the private marketplace.",ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00922I.HTM,Introduced
ac22753d-0beb-44bf-8f4e-8274e46181dc,87,HB 922,"Relating to a ""Texas Way"" to reforming and addressing issues related to the Medicaid program, including the creation of an alternative program designed to ensure health benefit plan coverage to certain low-income individuals through the private marketplace.",ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00922I.PDF,Introduced
c15941f9-5f5d-4428-9e03-297d4aba3b38,87,HB 187,Relating to the consideration of a subsequent writ of habeas corpus in certain felony cases.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00187I.HTM,Introduced
c15941f9-5f5d-4428-9e03-297d4aba3b38,87,HB 187,Relating to the consideration of a subsequent writ of habeas corpus in certain felony cases.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00187I.PDF,Introduced
1f6669fe-08df-4323-9c0b-d1c39aa2b3c6,87,SB 589,Relating to the establishment of an interim registry for certain persons who have been accused of employee misconduct and are employed by a facility that provides care to individuals with an intellectual disability.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/SB00589I.HTM,Introduced
1f6669fe-08df-4323-9c0b-d1c39aa2b3c6,87,SB 589,Relating to the establishment of an interim registry for certain persons who have been accused of employee misconduct and are employed by a facility that provides care to individuals with an intellectual disability.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/SB00589I.PDF,Introduced
8b1edf6b-3d76-486b-a7a9-d66e51b336b4,87,HB 1863,Relating to the issuance of Make-A-Wish specialty license plates.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB01863I.HTM,Introduced
8b1edf6b-3d76-486b-a7a9-d66e51b336b4,87,HB 1863,Relating to the issuance of Make-A-Wish specialty license plates.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01863I.PDF,Introduced
0ea992b8-2aea-4287-99d1-b017047ea12a,87,HB 23,Relating to providing for the review of certain county departments of education by the Sunset Advisory Commission.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00023I.HTM,Introduced
0ea992b8-2aea-4287-99d1-b017047ea12a,87,HB 23,Relating to providing for the review of certain county departments of education by the Sunset Advisory Commission.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00023I.PDF,Introduced
ab0bdb14-9992-4682-904b-1b2276a84b6f,87,HJR 57,Proposing a constitutional amendment authorizing the legislature to exempt from  ad valorem taxation real property leased to certain schools organized and operated primarily for the purpose of engaging in educational functions.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HJ00057I.HTM,Introduced
ab0bdb14-9992-4682-904b-1b2276a84b6f,87,HJR 57,Proposing a constitutional amendment authorizing the legislature to exempt from  ad valorem taxation real property leased to certain schools organized and operated primarily for the purpose of engaging in educational functions.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HJ00057I.PDF,Introduced
f3956f1d-651e-47dd-a5c9-772d0bb388f6,87,HR 65,"Recognizing February 1 through 7, 2021, as National School Counselor Week.",ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HR00065I.HTM,Introduced
f3956f1d-651e-47dd-a5c9-772d0bb388f6,87,HR 65,"Recognizing February 1 through 7, 2021, as National School Counselor Week.",ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HR00065I.PDF,Introduced
2fa8045a-f5f4-4024-aa31-baece1ec1ac3,87,HB 1249,Relating to the public accessibility of open-enrollment charter school annual financial statements.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB01249I.HTM,Introduced
2fa8045a-f5f4-4024-aa31-baece1ec1ac3,87,HB 1249,Relating to the public accessibility of open-enrollment charter school annual financial statements.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01249I.PDF,Introduced
d759c325-209e-488c-9958-dde66968cfe8,87,HB 208,Relating to the manufacture of firearms without a federal license; creating a criminal offense.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00208I.HTM,Introduced
d759c325-209e-488c-9958-dde66968cfe8,87,HB 208,Relating to the manufacture of firearms without a federal license; creating a criminal offense.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00208I.PDF,Introduced
63eeb745-7f38-48c8-8dbd-06441c6cc373,87,HB 74,Relating to manufacturer disclosure of cosmetic ingredients; authorizing an administrative penalty.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00074I.HTM,Introduced
63eeb745-7f38-48c8-8dbd-06441c6cc373,87,HB 74,Relating to manufacturer disclosure of cosmetic ingredients; authorizing an administrative penalty.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00074I.PDF,Introduced
cc080805-bf79-4fd5-b0ae-2aec291f7485,87,HB 1025,"Relating to the reapportionment of state legislative, congressional, and judicial districts and the creation, function, and duties of the Texas Redistricting Commission.",ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB01025I.HTM,Introduced
cc080805-bf79-4fd5-b0ae-2aec291f7485,87,HB 1025,"Relating to the reapportionment of state legislative, congressional, and judicial districts and the creation, function, and duties of the Texas Redistricting Commission.",ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01025I.PDF,Introduced
a8ca30ad-134e-4498-93db-afc92b1eb23a,87,HB 1209,Relating to contracts authorizing the use of photographic traffic signal enforcement systems.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB01209I.HTM,Introduced
a8ca30ad-134e-4498-93db-afc92b1eb23a,87,HB 1209,Relating to contracts authorizing the use of photographic traffic signal enforcement systems.,ocd-jurisdiction/country:us/state:tx/government,application/pdf,http://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01209I.PDF,Introduced
73a81414-62d4-4167-b1fd-badd72fe594f,87,HB 757,Relating to the consequences of successfully completing a period of deferred adjudication community supervision.,ocd-jurisdiction/country:us/state:tx/government,text/html,http://capitol.texas.gov/tlodocs/87R/billtext/html/HB00757I.HTM,Introduced
